Lønartnr,Udskrivnings sekvens,Navn,Type,Input,Sats,Pensionsgrundlag,Frivilligt medarbejder indb.,Ferieberretiget,Fp-reduktion,Afv. Udskriftslønart,Efterregulering,E-indkomst timer,ATP-Timer,Før/efter skat,Tillæg/fradrag,E-indkomst,Indtægtstype,IL-typer,Decentral,Kommentar
43369,1369,Overarbejde pct. J,VARIABEL,"Antal timer,",Per9900/normtid * Pct. på Res43369,,,Ja,,1369,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1370,1370,Tillæg 1.0 med sats i tabel,VARIABEL,"Antal timer,",Pers9935/Res1370,"2,3,6",,Ja,,1605,Ja,,,Før,Tillæg,13,,"13,35,2020,","9-Antal timer, ",
1371,1371,Tillæg 1 med sats i tabel,VARIABEL,"Antal timer,",Res1371,"2,3,6",,Ja,,1607,Ja,,,Før,Tillæg,13,,"13,35,2020,","9-Antal timer, ",
1372,1372,Tillæg 2.0 med sats i tabel,VARIABEL,"Antal timer,",Pers9936/Res1372,"2,3,6",,Ja,,1607,Ja,,,Før,Tillæg,13,,"13,35,2020,","9-Antal timer, ",
1373,1373,Tillæg 2 med sats i tabel,VARIABEL,"Antal timer,",Res1373,"2,3,6",,Ja,,1607,Ja,,,Før,Tillæg,13,,"13,35,2020,","9-Antal timer, ",
1374,1374,Tillæg 3.0 med sats i tabel,VARIABEL,"Antal timer,",Pers9937/Res1374,"2,3,6",,Ja,,1688,Ja,,,Før,Tillæg,13,,"13,35,2020,","9-Antal timer, ",
1375,1375,Tillæg 3 med sats i tabel,VARIABEL,"Antal timer,",Res1375,"2,3,6",,Ja,,2100,Ja,,,Før,Tillæg,13,,"13,35,2020,","9-Antal timer, ",
1376,1376,Tillæg 4.0 med sats i tabel,VARIABEL,"Antal timer,",Pers9938/Res1376,"2,3,6",,Ja,,2105,Ja,,,Før,Tillæg,13,,"13,35,2020,","9-Antal timer, ",
1377,1377,Tillæg 4 med sats i tabel,VARIABEL,"Antal timer,",Res1377,"2,3,6",,Ja,,2109,Ja,,,Før,Tillæg,13,,"13,35,2020,","9-Antal timer, ",
41376,1376,Tillæg 6 med sats i tabel,VARIABEL,"Antal timer,",Pers9965/Res41376,"2,3,6",,Ja,,1376,Ja,,,Før,Tillæg,13,,"13,35,2020,","9-Antal timer, ",
41377,1377,Tillæg 7 med sats i tabel,VARIABEL,"Antal timer,",Pers9966/Res41377,"2,3,6",,Ja,,1377,Ja,,,Før,Tillæg,13,,"13,35,2020,","9-Antal timer, ",
1378,1378,Tillæg 5.0 med sats i tabel,VARIABEL,"Antal timer,",Pers9939/Res1378,"2,3,6",,Ja,,2115,Ja,,,Før,Tillæg,13,,"13,35,2020,","9-Antal timer, ",
1379,1379,Tillæg 5 med sats i tabel,VARIABEL,"Antal timer,",Res1379,"2,3,6",,Ja,,2120,Ja,,,Før,Tillæg,13,,"13,35,2020,","9-Antal timer, ",
1380,1380,Overtidstillæg pct. 1,VARIABEL,"Antal timer,",Per9900/normtid * Pct. på Res1380,"2,3,5,6",,Ja,,2125,Ja,,,Før,Tillæg,13,,"10,13,36,36","9-Antal timer, ",
1381,1381,Overtidstillæg pct. 2,VARIABEL,"Antal timer,",Per9900/normtid * Pct. på Res1381,"2,3,5,6",,Ja,,2130,Ja,,,Før,Tillæg,13,,"10,13,36,36","9-Antal timer, ",
1383,1383,Overtidstillæg pct. 1 timeløn,VARIABEL,"Antal timer,",Per9905* Pct. på Res1383,,,Ja,,2195,Ja,Ja,,Før,Tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1384,1384,Overtidstillæg pct. 1 timeløn,VARIABEL,"Antal timer,",Per9905 * Pct. på Res1384,,,Ja,,2200,Ja,Ja,,Før,tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1385,1385,Overtidstillæg pct. 1 timeløn,VARIABEL,"Antal timer,",Per9905+9906* Pct. på Res1385,"2,3,6",,Ja,,2205,Ja,Ja,,Før,Tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1386,1386,Overtidstillæg pct. 2 timeløn,VARIABEL,"Antal timer,",Per9905+9906* Pct. på Res1386,"2,3,6",,Ja,,2209,Ja,Ja,,Før,Tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1389,1389,Overtidstillæg pct. 1 U/ferie,VARIABEL,"Antal timer,",Per 9900/normtid * pct fra Res. 1389,,,,,2210,Ja,,,Før,Tillæg,13,,"10,36,36,","9-Antal timer, ",
1390,1390,Overtidstillæg pct. 1a timeløn,VARIABEL,"Antal timer,",Per9905  * Pct. på Res1390,"2,3,6",,Ja,,2213,Ja,Ja,,Før,Tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1391,1391,Overtidstillæg pct. 2a timeløn,VARIABEL,"Antal timer,",Per9905  * Pct. på Res1391,"2,3,6",,Ja,,2215,Ja,Ja,,Før,Tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1392,1392,Overtidstillæg pct. 3a timeløn,VARIABEL,"Antal timer,",Per9905 Pct. på Res1392 ,"2,3,6",,Ja,,2220,Ja,Ja,,Før,Tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1393,1393,Overtidstillæg pct. 4a timeløn,VARIABEL,"Antal timer,",Per9905 Pct. på Res1393 ,"2,3,6",,Ja,,2225,Ja,Ja,,Før,Tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1394,1394,Overtidstillæg pct. 5a timeløn,VARIABEL,"Antal timer,",Per9905 Pct. på Res1394,"2,3,6",,Ja,,2230,Ja,Ja,,Før,Tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1395,1395,Overtidstillæg pct. timeløn+,VARIABEL,"Antal timer,",Res1395 ,"2,3,6",,Ja,,2295,Ja,Ja,,Før,Tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1396,1396,Overtidstillæg pct. timeløn+,VARIABEL,"Antal timer,",Res1396,"2,3,6",,Ja,,2300,Ja,Ja,,Før,Tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1397,1397,Overtidstillæg pct. timeløn+,VARIABEL,"Antal timer,",Res1397,"2,3,6",,Ja,,2300,Ja,Ja,,Før,Tillæg,"200,13, ",,"10,13,36,36","9-Antal timer, ",
1399,1399,Overtidstillæg pct. timeløn -F,VARIABEL,"Antal timer,",Per 9905/Res1100 * pct. Fra Res 1399,,,,,2302,Ja,,,Før,Tillæg,13,,"10,36,36,","9-Antal timer, ",
1400,1400,Hensat afspadsering 1:1,VARIABEL,"Timer,", Hensætter timer 1*1,,,,,2310,,,,,,,,210,"9-Timer, ",
1401,1401,"Hensat afspadsering 1 (1,5)",VARIABEL,"Timer,"," Hensætter timer 1*1,5/Res1401",,,,,2312,,,,,,,,37.37,"9-Timer, ",
1402,1402,"Hensat afspadsering 2 (2,0)",VARIABEL,"Timer,", Hensætter timer 1*2/Res1402,,,,,2320,,,,,,,,37.37,"9-Timer, ",
1403,1403,Hensat afspadsering,STILLINGSKATEGORI,,Tager timerne fra lønartstype 140 og hensætter til afspadsering,,,,,2322,,,,,,,,,,
1404,1404,Hensat afspadsering/træk,STILLINGSKATEGORI,,Tager timerne fra lønartstype 140  og trækker i løn og hensætter timerne på afspadsering,,,Ja,,2330,Ja,Ja,Ja,Før,,"200,13, ",,13,,
11404,1404,Hensat afspadsering,VARIABEL,"Timer,",Udbetaler antal timer med den gns. Timesats som ligger i afspadseringsbeløbet,,,Ja,,1404,Ja,Ja,,,,200,,,"9-Timer, ",
41404,1404,Hensat afspadsering/træk,VARIABEL,"Timer,",Tager timerne fra lønartstype 140  og trækker i løn og hensætter timerne på afspadsering,,,Ja,,1404,Ja,Ja,Ja,Før,Fradrag,"200,13, ",,13,"9-Timer, ",
41405,1404,Hensat afspadsering/træk,VARIABEL,"Timer,",Res41405,,,Ja,,1404,Ja,Ja,Ja,Før,Fradrag,"200,13, ",,13,"9-Timer, ",
1405,1405,Afspadsering afholdt,VARIABEL,"Timer,",,,,,,2905,,,,,,,,,"9-Timer, ",
1406,1406,Afspadsering afholdt,FRAVÆR,"Timer,",,,,,,3000,Ja,,,,,,,,"9-Timer, ",
1407,1407,Afspadsering udbetalt,FRAVÆR,Timer,Per9900/9905,,,Ja,,3000,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,13.432,"9-Antal timer, ",
1408,1408,"Hensat afspadsering 1 (1,75)",VARIABEL,"Timer,"," Hensætter timer 1*1,75/Res1408",,,,,3001,,,,,,,,37.37,"9-Timer, ",
1409,1409,Afspadsering udbetalt,FRAVÆR,Timer,Udbetaler antal timer med den gns. Timesats som ligger i afspadseringsbeløbet,,,Ja,,3001,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,13.432,"9-Antal timer, ",
1410,1410,Afspadsering udbetalt,VARIABEL,Timer,Per9900/9905,"2,3,6",,Ja,,3002,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,13.432,"9-Antal timer, ",
1411,1411,Afspadsering udbetalt,VARIABEL,Timer,Res1411,,,Ja,,3003,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,13.432,"9-Antal timer, ",
1412,1412,Afsp. udbt. (pct mdl),VARIABEL,Timer,Res1412 % af Månedsløn,,,Ja,,3003,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,13.432,"9-Antal timer, ",
1415,1415,Afspadsering udb. saldo,VARIABEL,,Per9900/9905,"2,3,6",,Ja,,3004,,,Ja,Før,Tillæg,13,,13.432,,
1418,1418,Afspadsering auto udb. fratr.,STILLINGSKATEGORI,,,,,Ja,,3004,Ja,,Ja,Før,Tillæg,13,,13.432,,
1419,1419,Afspadsering auto udb. fratr.,STILLINGSKATEGORI,,Per9900/9905,"2,3,6",,Ja,,3005,Ja,,Ja,Før,Tillæg,13,,13.432,,
1420,1420,Afspadsering udb. saldo fratr.,VARIABEL,,Per9900/9905,"2,3,6",,Ja,,3006,,,Ja,Før,Tillæg,13,,13.432,,
1425,1425,Afspadsering/stop,FAST,,,,,,,3009,Ja,,,,,,,,,
1426,1426,Hensat afspadsering,STILLINGSKATEGORI,,,,,,,3010,Ja,Ja,Ja,,,200,,,,
1427,1427,Afspadsering afholdt,VARIABEL,"Antal timer,",Udbetaler antal timer med den gns. Timesats som ligger i afspadseringsbeløbet,,,Ja,,3011,Ja,Ja,Ja,,,200,,,"9-Antal timer, ",
1428,1427,Afspadsering afholdt,VARIABEL,"Antal timer,",Udbetaler antal timer med den gns. Timesats som ligger i afspadseringsbeløbet,,,Ja,,3012,Ja,Ja,Ja,,,200,,,"9-Antal timer, ",
41427,1427,Afspadsering afholdt,VARIABEL,"Antal timer,",Res41427,,,Ja,,1427,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,13.432,"9-Antal timer, ",
1428,1428,Afspadsering udbetalt,VARIABEL,"Antal timer,",Udbetaler antal timer med den gns. Timesats som ligger i afspadseringsbeløbet,,,Ja,,3021,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,13.432,"9-Antal timer, ",
11428,1428,Afspadsering udbetalt,VARIABEL,"Antal timer,",Udbetaler antal timer med den gns. Timesats som ligger i afspadseringsbeløbet,,,Ja,,1428,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,13.432,"9-Antal timer, ",
1429,1429,Afspadsering auto. udbetal,STILLINGSKATEGORI,,Udbetaler antal timer udover max saldo med den gns. Timesats som ligger i afspadseringsbeløbet,,,Ja,,3022,Ja,,Ja,Før,,13,,13.432,,
1430,1430,Salg af tid,VARIABEL,"Enhed,",Pers9900/Res1430,"2,3,6",,Ja,,3023,Ja,,,Før,Tillæg,13,,13.332,"9-Enhed, ",
1443,1443,Tilkald,VARIABEL,"Antal timer,",Per9900,"2,3,6",,Ja,,3023,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1444,1444,Tilkald,VARIABEL,"Antal timer,",Per9900,"2,3,6",,Ja,,3030,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1445,1445,Tillæg,VARIABEL,"Antal timer,",Pers9940/Res1445,"2,3,6",,Ja,,3031,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1446,1446,Tillæg,VARIABEL,"Antal timer,",Pers9941/Res1446,"2,3,6",,Ja,,3032,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1447,1447,Tillæg,VARIABEL,"Antal timer,",Pers9942/Res1447,"2,3,6",,Ja,,3033,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1448,1448,Tillæg,VARIABEL,"Antal timer,",Pers9943/Res1448,"2,3,6",,Ja,,3034,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1449,1449,Tillæg,VARIABEL,"Antal,",Pers9944/Res1449,"2,3,6",,Ja,,3035,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1450,1450,Tillæg,VARIABEL,"Antal,",Pers9945/Res1450,"2,3,6",,Ja,,3036,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1451,1451,Tillæg,VARIABEL,"Antal timer,",Pers9946/Res1451,"2,3,6",,Ja,,3036,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1452,1452,Tillæg,VARIABEL,"Antal,",Pers9947/Res1452,"2,3,6",,Ja,,3036,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1453,1453,Tillæg,VARIABEL,"Antal,",Pers9948/Res1453,"2,3,6",,Ja,,3040,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1454,1454,Tillæg,VARIABEL,"Antal,",Pers9949/Res1454,"2,3,6",,Ja,,3041,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1455,1455,Tillæg,VARIABEL,"Antal,",Pers9950/Res1455,"2,3,6",,Ja,,3042,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1456,1456,Tillæg,VARIABEL,"Antal,",Pers9951/Res1456,"2,3,6",,Ja,,3042,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1457,1457,Tillæg,VARIABEL,"Antal,",Pers9952/Res1457,"2,3,6",,Ja,,3043,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1458,1458,Tillæg,VARIABEL,"Antal,",Pers9953/Res1458,"2,3,6",,Ja,,3043,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1459,1459,Tillæg,VARIABEL,"Antal,",Pers9954/Res1459,"2,3,6",,Ja,,3044,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1460,1460,Tillæg,VARIABEL,"Antal,",Pers9955/Res1460,"2,3,6",,Ja,,3044,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1461,1461,Tillæg,VARIABEL,"Antal,",Pers9956/Res1461,"2,3,6",,Ja,,3045,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1462,1462,Tillæg,VARIABEL,"Antal,",Pers9957/Res1462,"2,3,6",,Ja,,3045,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1463,1463,Tillæg,VARIABEL,"Antal,",Pers9958/Res1463,"2,3,6",,Ja,,3045,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1464,1464,Tillæg,VARIABEL,"Antal,",Pers9959/Res1464,"2,3,6",,Ja,,3045,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1465,1465,Tillæg,VARIABEL,"Antal,",Pers9967/Res1465,,,Ja,,3047,Ja,,,Før,Tillæg,13,,13.35,"9-Antal, ",
1470,1470,Ydelse 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3050,,,,Før,Tillæg,13,,"13,132,2020,","11-Beløb, ",
1471,1471,Ydelse 2,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3051,,,,Før,Tillæg,13,,"13,132,2020,","11-Beløb, ",
1472,1472,Ydelse 3,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3052,,,,Før,Tillæg,13,,"13,132,2020,","11-Beløb, ",
1475,1475,"Ydelse 4, ej ferieberet.",VARIABEL,"Beløb,",,2.6,,,,3053,,,,Før,Tillæg,13,,132.202,"11-Beløb, ",
1480,1480,Ydelse 1,FAST,"Beløb,",,"2,3,6",,Ja,Ja,3054,Ja,,,Før,Tillæg,13,,13.202,"11-Beløb, ",
1481,1481,Ydelse 2,FAST,"Beløb,",,"2,3,6",,Ja,Ja,3055,Ja,,,Før,Tillæg,13,,13.202,"11-Beløb, ",
1482,1482,Ydelse 3,FAST,"Beløb,",,"2,3,6",,Ja,Ja,3056,Ja,,,Før,Tillæg,13,,13.202,"11-Beløb, ",
1485,1485,"Ydelse 4, ej ferieberet.",FAST,"Beløb,",,2.6,,,,3057,Ja,,,Før,Tillæg,13,,2020,"11-Beløb, ",
1490,1490,"Tillæg ej ferieberettigede (lønart 10007AG Normtid) * timer, udbetaler på lønart 1491 12,5 (res1491) i ferieberettigede løn",VARIABEL,Timer,"Res1491 (% til feriepenge STD 12,5%)",,,Nej,,3058,Nej,,,Før,Tillæg,13,,10,9 Timer,
1500,1500,Provision,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,Ja,3059,Ja,,,Før,Tillæg,13,,13,"11-Beløb,13-Reducer ej,",
1501,1501,Provision,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3066,,,,Før,Tillæg,13,,13.132,"11-Beløb, ",
1502,1502,Bonus,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,Ja,3066,Ja,,,Før,Tillæg,13,,13.202,"11-Beløb,13-Reducer ej,",
44588,1502,Bonus,VARIABEL,"Enhed,Sats,",Res 44588 (minimums sats),,,Ja,,1502,,,,Før,,13,,13,"9-Enhed,10-Sats,",
1503,1503,Bonus,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3066,,,,Før,Tillæg,13,,"13,132,2020,","11-Beløb, ",
12503,1503,Korrektion Bonus,VARIABELEFTREG,"Beløb,",,,,Ja,,1503,Ja,,,Før,Tillæg,13,,"13,132,132,2020","11-Beløb, ",
12513,1503,Korrektion Bonus ej fp.,VARIABELEFTREG,"Beløb,",,,,,,1503,Ja,,,Før,Tillæg,13,,"132,132,2020,","11-Beløb, ",
1504,1504,Overskudsdeling,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3077,,,,Før,Tillæg,13,,"13,132,2020,","11-Beløb, ",
1505,1505,Bonus,VARIABEL,"Sats,",,,,Ja,,3081,,,,Før,Tillæg,13,,"13,132,2020,","10-Sats, ",
1506,1506,Bonus,VARIABEL,"Timer,Sats,",Res1506,,,Ja,,3082,,,,Før,Tillæg,13,,"13,132,2020,","9-Timer,10-Sats,",
1507,1507,Bonus,VARIABEL,"Antal,Sats,",Res1507,,,Ja,,3083,,,,Før,Tillæg,13,,"13,132,2020,","9-Antal,10-Sats,",
1508,1508,Bonus,VARIABEL,"Antal,Sats,",Res1508,,,Ja,,3088,,,,Før,Tillæg,13,,"13,132,2020,","9-Antal,10-Sats,",
1509,1509,Bonus,VARIABEL,"Antal,Sats,",Res1509,,,Ja,,3095,,,,Før,Tillæg,13,,"13,132,2020,","9-Antal,10-Sats,",
1510,1510,"Tillæg 1 tabel, genebetaling",FAST,,Res1510,,,Ja,Ja + MDLØN -1,3100,Ja,,,Før,Tillæg,13,,"13,35,332,2020",,
44511,1510,Intern nattevagt,VARIABEL,"Timer,Sats,",Res 44511 (minimums sats),,,Ja,,1510,,,,Før,,13,,13.202,"9-Timer,10-Sats,",
1511,1511,"Tillæg 2 tabel, genebetaling",FAST,,Res1511,,,Ja,Ja + MDLØN -1,3105,Ja,,,Før,Tillæg,13,,"13,35,332,2020",,
44512,1511,Intern Weekendvagt,VARIABEL,"Timer,Sats,",Res 44512 (minimums sats),,,Ja,,1511,,,,Før,,13,,13.202,"9-Timer,10-Sats,",
1512,1512,"Tillæg 3 tabel, genebetaling",FAST,,Res1512,,,Ja,Ja + MDLØN -1,3109,Ja,,,Før,Tillæg,13,,"13,35,332,2020",,
1513,1513,"Tillæg 4 tabel, genebetaling",FAST,,Res1513,,,Ja,Ja + MDLØN -1,3110,Ja,,,Før,Tillæg,13,,"13,35,332,2020",,
1514,1514,"Tillæg 5 tabel, genebetaling",FAST,,Res1514,,,Ja,Ja + MDLØN -1,3111,Ja,,,Før,Tillæg,13,,"13,35,332,2020",,
1515,1515,"Tillæg 6 tabel, genebetaling",FAST,,Res1515,,,Ja,Ja + MDLØN -1,3112,Ja,,,Før,Tillæg,13,,"13,35,332,2020",,
1516,1516,"Tillæg 7 tabel, genebetaling",FAST,,Res1516,,,Ja,Ja + MDLØN -1,3113,Ja,,,Før,Tillæg,13,,"13,35,332,2020",,
1517,1517,"Tillæg 8 tabel, genebetaling",FAST,,Res1517,,,Ja,Ja + MDLØN -1,3121,Ja,,,Før,Tillæg,13,,"13,35,332,2020",,
1519,1519,"Tillæg, genebetaling",VARIABEL,"Beløb,",,,,Ja,,3122,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1520,1520,Ferieberettiget tillæg 1 tabel,FAST,,"Res1520 * medarbnormtid / overenskomstid
Res152X sættes op med 1 =reduktion for antal arbejdsdage og 2= reduktion for antal arbejdsdage gange med arbejdstidsptc.","1,2,3,6",,Ja,MDLØN=1,3123,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
11520,1520,Forskudttidstillæg A,VARIABEL,"Antal timer,",Res11520,,,Ja,,1520,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
41520,1520,Tillæg 41520,FAST,,"Res41520 * medarbnormtid / overenskomstid
",,,Ja,,1520,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
1521,1521,Ferieberettiget tillæg 1 tabel,VARIABEL,,Res1520 * medarbnormtid / overenskomstid,"1,2,3,6",,Ja,,3132,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
11521,1521,Forskudttidstillæg B,VARIABEL,"Antal timer,",Res11521,,,Ja,,1521,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1522,1522,Ferieberettiget tillæg 2 tabel,FAST,,"Res1522 * medarbnormtid / overenskomstid
Res152X sættes op med 1 =reduktion for antal arbejdsdage og 2= reduktion for antal arbejdsdage gange med arbejdstidsptc.","1,2,3,6",,Ja,MDLØN=1,3134,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
11522,1522,Forskudttidstillæg C,VARIABEL,"Antal timer,",Res11522,,,Ja,,1522,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
41522,1522,Tillæg 41522,FAST,,"Res41522 * medarbnormtid / overenskomstid
",,,Ja,,1522,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
1523,1523,Ferieberettiget tillæg 2 tabel,VARIABEL,,Res1522 * medarbnormtid / overenskomstid,"1,2,3,6",,Ja,,3140,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
11523,1523,Forskudttidstillæg D,VARIABEL,"Antal timer,",Res11523,,,Ja,,1523,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1524,1524,Ferieberettiget tillæg 3 tabel,FAST,,"Res1524 * medarbnormtid / overenskomstid
Res152X sættes op med 1 =reduktion for antal arbejdsdage og 2= reduktion for antal arbejdsdage gange med arbejdstidsptc.","1,2,3,6",,Ja,MDLØN=1,3142,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
11524,1524,Forskudttidstillæg E,VARIABEL,"Antal timer,",Res11524,,,Ja,,1524,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1525,1525,Ferieberettiget tillæg 3 tabel,VARIABEL,,Res1524 * medarbnormtid / overenskomstid,"1,2,3,6",,Ja,,3144,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
11525,1525,Forskudttidstillæg F,VARIABEL,"Antal timer,",Res11525,,,Ja,,1525,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1526,1526,Ferieberettiget tillæg 4 tabel,FAST,,"Res1526 * medarbnormtid / overenskomstid
Res152X sættes op med 1 =reduktion for antal arbejdsdage og 2= reduktion for antal arbejdsdage gange med arbejdstidsptc.","1,2,3,6",,Ja,MDLØN=1,3150,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
11526,1526,Forskudttidstillæg G,VARIABEL,"Antal timer,",Res11526,,,Ja,,1526,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1527,1527,Ferieberettiget tillæg 4 tabel,VARIABEL,,Res1526 * medarbnormtid / overenskomstid,"1,2,3,6",,Ja,,3152,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
11527,1527,Forskudttidstillæg H,VARIABEL,"Antal timer,",Res11527,,,Ja,,1527,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1528,1528,Ferieberettiget tillæg 5 tabel,FAST,,"Res1528 * medarbnormtid / overenskomstid
Res152X sættes op med 1 =reduktion for antal arbejdsdage og 2= reduktion for antal arbejdsdage gange med arbejdstidsptc.","1,2,3,6",,Ja,MDLØN=1,3154,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
11528,1528,Forskudttidstillæg I,VARIABEL,"Antal timer,",Res11528,,,Ja,,1528,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1529,1529,Ferieberettiget tillæg 5 tabel,VARIABEL,,Res1528 * medarbnormtid / overenskomstid,"1,2,3,6",,Ja,,3156,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
11529,1529,Forskudttidstillæg J,VARIABEL,"Antal timer,",Res11529,,,Ja,,1529,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1530,1530,Ferieberettiget tillæg 1 U/P,FAST,"Beløb,Reducer ej,",,,,Ja,MDLØN=1,3158,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
11530,1530,Forskudttidstillæg K,VARIABEL,"Antal timer,",Res11530,,,Ja,,1530,Ja,,,Før,Tillæg,13,,13.35,"9-Antal timer, ",
1531,1531,Ferieberettiget tillæg 1 U/P,VARIABEL,"Beløb,",,,,Ja,,3175,Nej,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1532,1532,Ferieberettiget tillæg 2 U/P,FAST,"Beløb,Reducer ej,",,,,Ja,MDLØN=1,3176,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
1533,1533,Ferieberettiget tillæg 2 U/P,VARIABEL,"Beløb,",,,,Ja,,3177,Nej,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1534,1534,Ferieberettiget tillæg 3 U/P,FAST,"Beløb,Reducer ej,",,,,Ja,MDLØN=1,3181,Ja,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb,13-Reducer ej,",
1535,1535,Ferieberettiget tillæg 3 U/P,VARIABEL,"Beløb,",,,,Ja,,3182,Nej,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1536,1536,Ferieberettiget tillæg D tabel,FAST,"Timer / enheder,",Res1536,,,Ja,Ja,3183,Ja,,,Før,Tillæg,13,,13.202,"9-Timer / enheder, ",
1537,1537,Ferieberettiget tillæg D tabel,VARIABEL,"Timer / enheder,",Res1536,,,Ja,,3188,Ja,,,Før,Tillæg,13,,13.202,"9-Timer / enheder, ",
1538,1538,Ferieberettiget tillæg E tabel,FAST,"Timer / enheder,",Res1538,,,Ja,Ja,3195,Ja,,,Før,Tillæg,13,,13.202,"9-Timer / enheder, ",
1539,1539,Ferieberettiget tillæg E tabel,VARIABEL,"Timer / enheder,",Res1538,,,Ja,,3200,Ja,,,Før,Tillæg,13,,13.202,"9-Timer / enheder, ",
