Lønartnr,Udskrivnings sekvens,Navn,Type,Input,Sats,Pensionsgrundlag,Frivilligt medarbejder indb.,Ferieberretiget,Fp-reduktion,Afv. Udskriftslønart,Efterregulering,E-indkomst timer,ATP-Timer,Før/efter skat,Tillæg/fradrag,E-indkomst,Indtægtstype,IL-typer,Decentral,Kommentar,Alternative_Navne
11624,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
11626,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
11628,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
11630,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
11632,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
11634,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
11636,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
11638,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
11640,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
11642,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
11644,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
11646,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
11648,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
21550,1550,Ferieberettiget tillæg 1,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1550,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
21552,1552,Ferieberettiget tillæg 2,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1552,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
21554,1554,Ferieberettiget tillæg 3,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1554,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
21556,1556,Ferieberettiget tillæg 4,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1556,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
21558,1558,Ferieberettiget tillæg 5,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,1558,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
1551,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3276,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Ferieberettiget tillæg 1, Bonus, Vagttillæg"
11611,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"PPS, Retention bonus, Acting Allowance regulation"
11613,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"3:3 Rotation Allow Reg. dec, 3:3 Rotation Allow nov reg, 3:3 Rotation Allowance Regulat"
11615,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11617,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11619,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"14.02 P Day post-reg, 07.02 P Day post-reg, 21.03 CourseDay post-reg"
11621,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11623,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11625,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11627,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11629,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11631,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11633,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11635,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11637,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11639,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11641,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11643,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11645,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11647,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
11649,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
21551,1551,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1551,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Utility allowance mid-month, Utility allowance okt 23, Utility allowance sep 23"
21553,1553,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1553,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Housing allowance mid-month gr, Mobility Premium, Housing allowance mid-month"
21555,1555,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1555,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Taxable Benefit gross, Anc.tillæg februar 2024, Anc.tillæg marts 2024"
21557,1557,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1557,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
21559,1559,Ferieberettiget tillæg 1,VARIABEL,"Beløb,",,"2,3,6",,Ja,,1559,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,
1552,1552,Ferieberettiget tillæg 2,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,3340,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
1553,1553,Ferieberettiget tillæg 2,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3341,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Ferieberettiget tillæg 2, Vagttillæg, Sygebonus"
1554,1554,Ferieberettiget tillæg 3,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,3342,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
1555,1555,Ferieberettiget tillæg 3,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3343,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Ferieberettiget tillæg 3, LTIP Bonus, Tillæg"
1556,1556,Ferieberettiget tillæg 4,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,3344,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
1557,1557,Ferieberettiget tillæg 4,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3345,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Ferieberettiget tillæg 4, Special recognition bonus, Malertillæg"
1558,1558,Ferieberettiget tillæg 5,FAST,"Beløb,Reducer ej,",,"2,3,6",,Ja,MDLØN=1,3350,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
1559,1559,Ferieberettiget tillæg 5,VARIABEL,"Beløb,",,"2,3,6",,Ja,,3351,Nej,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Ferieberettiget tillæg 5, Bonus, Team Lead Allowance"
1560,1560,Ferieberettiget tillæg A,FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,MDLØN=1,3352,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
1561,1561,Ferieberettiget tillæg A,VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3353,Nej,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Ferieberettiget tillæg A, BONUS, Provision"
1562,1562,Ferieberettiget tillæg B,FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,MDLØN=1,3354,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
1563,1563,Ferieberettiget tillæg B,VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3355,Nej,Nej,Nej,Før,Tillæg,13,,"13,132,2020","11-Beløb, ",,"Ferieberettiget tillæg B, Bonus, Bonus 2023"
1564,1564,Ferieberettiget tillæg C,FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,MDLØN=1,3356,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
1565,1565,Ferieberettiget tillæg C,VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3357,Nej,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Ferieberettiget tillæg C, Provision, Vagttillæg"
1566,1566,Ferieberettiget tillæg D,FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,MDLØN=1,3358,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
1567,1567,Ferieberettiget tillæg D,VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3359,Nej,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Ferieberettiget tillæg D, Bonus 2023, Bonus"
1568,1568,Ferieberettiget tillæg E,FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,MDLØN=1,3375,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb,13-Reducer ej,",,
1569,1569,Ferieberettiget tillæg E,VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3376,Nej,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Ferieberettiget tillæg E, Repatriation allowance, Bonus"
1570,1570,Barselsorlov med løn,FRAVÆR,"Antal dage,",,,,Nej,,3377,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Antal dage, ",,
44504,1570,Barsel med løn,VARIABEL,"Timer,Sats,",Res 44504 (minimums sats),,,Ja,,1570,Nej,Ja,Ja,Før,,"200,13, ",,"13,23,23","9-Timer,10-Sats,",,
1571,1571,Barselsorlov uden løn,FRAVÆR,"Antal dage,",,,,Nej,,3382,Ja,Nej,Nej,,,,,27,"9-Antal dage, ",,
1572,1572,Sygdom uden løn,FRAVÆR,"Antal dage,",,,,Nej,,3383,Ja,Nej,Nej,Før,Tillæg,,,27,"9-Antal dage, ",,
1573,1573,Orlov uden løn,FRAVÆR,"Antal dage,",,,,Nej,,3388,Ja,Nej,Nej,Før,Tillæg,,,27,"9-Antal dage, ",,
1574,1574,Militærtjeneste,FRAVÆR,"Antal dage,",,,,Nej,,3395,Ja,Nej,Nej,Før,Tillæg,,,27,"9-Antal dage, ",,
1575,1575,Barselsorlov med timeløn,FRAVÆR,"Timer,",Timeløn,"2,3,6",,Ja,,3400,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,23,23","9-Timer, ",,
11575,1575,Barselsorlov med timeløn,FRAVÆR,"Timer,",Res1575,,,Ja,,1575,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,23,23","9-Timer, ",,
1576,1576,Plejeorlov,FRAVÆR,"Antal dage,",,,,Nej,,3405,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Antal dage, ",,
1577,1577,Barselsorlov timer x sats,FRAVÆR,"Timer,Sats,",,"2,3,6",,Ja,,3406,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,23,23","9-Timer,10-Sats,",,
1578,1578,Orlov med løn/timer,FRAVÆR,"Timer,",,,,Nej,,3409,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Timer, ",,
1579,1579,"Ferie, egen regning",FRAVÆR,"Dage,Sats,",,"1,2,3,4,5,6",,Ja,,3421,Ja,Ja,Ja,Før,Fradrag,"200,13, ",,"13,26","9-Dage,10-Sats,",,
1580,1580,Sygdom med løn,FRAVÆR,"Antal dage,",,,,Nej,,3422,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Antal dage, ",,
11580,1580,Sygdom med løn (% lønspec.),FRAVÆR,"Antal dage,",,,,Nej,,1580,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Antal dage, ",,
1581,1581,Barn syg,FRAVÆR,"Dage,",,,,Nej,,3430,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Dage, ",,
1582,1582,Orlov med løn,FRAVÆR,"Dage,",,,,Nej,,3431,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Dage, ",,
1583,1583,Sygdom ifm. graviditet,FRAVÆR,"Dage,",,,,Nej,,3432,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Dage, ",,
41583,1583,Sygdom ifm. graviditet,FRAVÆR,"Timer,",,,,Nej,,1583,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Timer, ",,
1584,1584,Sygdom ifm. arbejdsskade,FRAVÆR,"Dage,",,,,Nej,,3434,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Dage, ",,
1585,1585,Andet fravær,FRAVÆR,"Dage,",,,,Nej,,3435,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Dage, ",,
11585,1585,Andet fravær % indberet,FRAVÆR,"Dage,",,,,Nej,,1585,Ja,Nej,Nej,Før,Tillæg,,,,"9-Dage, ",,
1586,1586,"Fri, egen regning",FRAVÆR,"Dage,","4,8% af månedsløn","1,2,3,4,5,6",,Ja,,3440,Ja,Ja,Ja,Før,Fradrag,"200,13, ",,"13,27","9-Dage, ",,
1587,1587,"Ferie, egen regning",FRAVÆR,"dage,","4,8% af månedsløn","1,2,3,4,5,6",,Ja,,3441,Ja,Ja,Ja,Før,Fradrag,"200,13, ",,"13,26","9-dage, ",,
1588,1588,Sygdom ifm. arbejdsskade,FRAVÆR,"Timer,",,,,Nej,,3442,Ja,Nej,Nej,Før,Tillæg,,,23,"9-Timer, ",,
1589,1589,"Fri, egen regning",FRAVÆR,"Timer,",Per9900,"1,2,3,4,5,6",,Ja,,3443,Ja,Ja,Ja,Før,Fradrag,"200,200,13",,"13,26","9-Timer, ",,
11589,1589,"Ferie, egen regning",FRAVÆR,"Timer,Sats,",Per9900,,,Ja,,1589,Ja,Ja,Ja,Før,Fradrag,"200,13, ",,"13,26","9-Timer,10-Sats,",,
1591,1591,Strejke uden løn,FRAVÆR,"Antal dage,",,,,Nej,,3445,Ja,Nej,Nej,Før,Tillæg,,,27,"9-Antal dage, ",,
1592,1592,Barn syg,FRAVÆR,"Timer,",,,,Nej,,3450,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Timer, ",,
1593,1593,Andet fravær,FRAVÆR,"Timer,",,,,Nej,,3451,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Timer, ",,
1594,1594,Sygdom med løn,FRAVÆR,"Antal Timer,",,,,Nej,,3452,Ja,Nej,Nej,Før,Tillæg,,,34,"9-Antal Timer, ",,
41595,1595,Tillæg / pension,FAST,"Sats,Grundlag 1/2/3/4/5/6,",,,,Ja,,1595,Ja,Nej,Nej,Før,,13,,13,"10-Sats,16-Grundlag 1/2/3/4/5/6,",,
1596,1596,Ferieberettiget tillæg F tabel,FAST,"Timer / enheder,",Res1596,,,Ja,,3454,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Timer / enheder, ",,
1597,1597,"Ferie, egen regning (særlig)",FRAVÆR,"dage,",Res4011,"1,2,3,4,5,6",,Ja,,3455,Ja,Nej,Nej,Før,Fradrag,13,,"13,26","9-dage, ",,
1598,1598,Orlov uden timeløn,FRAVÆR,"Timer,",,,,Nej,,3456,Ja,Ja,Ja,Før,,"200,13, ",,"10,13,27","9-Timer, ",,
1599,1599,Ferieberettiget tillæg F tabel,VARIABEL,"Timer / enheder,",Res1596,,,Ja,,3457,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Timer / enheder, ",,"Specialetillæg, Taxable Benefit Gross, Vagttillæg uge 17"
1600,1600,Bestyrelseshonorar,FAST,"Beløb,Reducer ej,",,,,Nej,,3458,Ja,Nej,Nej,Før,Tillæg,13,,,"11-Beløb,13-Reducer ej,",,
1601,1601,Bestyrelseshonorar,FAST,"Beløb,Reducer ej,",,,,Nej,,3459,Ja,Nej,Nej,Før,Tillæg,13,,,"11-Beløb,13-Reducer ej,",,
1602,1602,Bestyrelseshonorar,FAST,"Beløb,Reducer ej,",,6,,Nej,,3475,Ja,Nej,Nej,Før,Tillæg,13,,,"11-Beløb,13-Reducer ej,",,
1603,1603,Bestyrelseshonorar,VARIABEL,"Beløb,",,6,,Nej,,3476,Ja,Nej,Nej,Før,Tillæg,13,,,"11-Beløb, ",,"Bestyrelseshonorar, bestyrelseshonorar, Board fee"
1604,1604,B-indkomst m/AM-bidrag,FAST,"Beløb,Reducer ej,",,,,Nej,,3477,Ja,Nej,Nej,Før,Tillæg,36,,,"11-Beløb,13-Reducer ej,",,
1605,1605,B-indkomst m/AM-bidrag,VARIABEL,"Beløb,",,,,Nej,,3481,Nej,Nej,Nej,Før,Tillæg,36,,,"11-Beløb, ",,"B-indkomst m/AM-bidrag, B-indkomst m/AM-bidrag, Honorar"
12605,1605,Korrektion B-indkomst m/AM,VARIABELEFTREG,"Beløb,",,,,Nej,,1605,Ja,Nej,Nej,Før,Tillæg,36,,,"11-Beløb, ",,
1606,1606,B-indkomst u/AM-bidrag,FAST,"Beløb,Reducer ej,",,,,Nej,,3483,Ja,Nej,Nej,Før,Tillæg,38,,,"11-Beløb,13-Reducer ej,",,
1607,1607,B-indkomst u/AM-bidrag,VARIABEL,"Beløb,",,,,Nej,,3488,Ja,Nej,Nej,Før,Tillæg,38,,,"11-Beløb, ",,"B-indkomst u/AM-bidrag, B-indkomst u/AM-bidrag, Honorar"
12607,1607,Korrektion B-indkomst u/AM,VARIABELEFTREG,"Beløb,",,,,Nej,,1607,Ja,Nej,Nej,Før,Tillæg,38,,,"11-Beløb, ",,
41607,1607,B-indkomst u/AM-bidrag,VARIABEL,"Beløb,",,,,Nej,,1607,Ja,Nej,Nej,Før,Tillæg,38,,,"11-Beløb, ",,
41608,1607,B-indkomst u/AM-bidrag,VARIABEL,"Beløb,",,,,Nej,,1607,Ja,Nej,Nej,Før,Tillæg,38,,,"11-Beløb, ",,
1608,1608,B-indkomst u/AM-bidrag,VARIABEL,"Timer,",Res1608,,,Nej,,3505,Ja,Nej,Nej,Før,Tillæg,38,,,"9-Timer, ",,"B-indkomst u/AM-bidrag, Kørselsgodtgørelse, B-Indkomst, B-indkomst u/AM-bidrag Kørsel"
1609,1609,B-indkomst u/AM kun indberet.,VARIABEL,"Beløb,",,,,Nej,,3506,Ja,Nej,Nej,Før,Tillæg,38,,,"11-Beløb, ",,"B-indkomst u/AM kun indberet., Gift w/o AMB (felt 38), Tinggave ved 70 årsdag"
1610,1610,Bestyrelseshonorar U/AM,VARIABEL,"Beløb,",,,,Nej,,3509,Nej,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,"Bestyrelseshonorar u/AM, Konkurrenceklausul, Bestyrelseshonorar"
1617,1617,B-indk. m/AM-bidrag felt 36,VARIABEL,"Beløb,",,,,Nej,,3510,Nej,Nej,Nej,Før,Tillæg,36,,,"11-Beløb, ",,"B-Income, B-indk. m/AM-bidrag felt 36, RSU"
1640,1640,Pensionsudbetaling,FAST,"Beløb,",,,,Nej,,3511,Ja,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,
1641,1641,Pensionsudbetaling,VARIABEL,"Beløb,",,,,Nej,,3512,Nej,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,"Pensionsudbetaling, Komp. Klausuler, Pensionsudbetaling"
1642,1642,Pensionsudbetaling,FAST,"Beløb,",,,,Nej,,3513,Ja,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,
1643,1643,Pensionsudbetaling,VARIABEL,"Beløb,",,,,Nej,,3521,Nej,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,
1644,1644,Pensionsudbetaling,FAST,"Beløb,",,,,Nej,,3522,Ja,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,
1645,1645,Pensionsudbetaling,VARIABEL,"Beløb,",,,,Nej,,3523,Nej,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,
1646,1646,Pensionsudbetaling,FAST,"Beløb,",,,,Nej,,3530,Ja,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,
1647,1647,Pensionsudbetaling,VARIABEL,"Beløb,",,,,Nej,,3531,Nej,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,
1648,1648,Pensionsudbetaling,FAST,"Beløb,",,,,Nej,,3532,Ja,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,
1649,1649,Pensionsudbetaling,VARIABEL,"Beløb,",,,,Nej,,3533,Nej,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,
1650,1650,Pensionsudbetaling,FAST,"Beløb,",,,,Nej,,3534,Ja,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,
1651,1651,Pensionsudbetaling,VARIABEL,"Beløb,",,,,Nej,,3535,Nej,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,"Pensionsudbetaling, Efterpension okt-dec 2023, Min A-kasse"
1653,1653,Pensionsudbetaling,FAST,"Beløb,",,,,Nej,,3536,Ja,Nej,Nej,Før,Tillæg,"14,88",,10,"11-Beløb, ",,
1654,1654,Pensionsudbetaling,VARIABEL,"Beløb,",,,,Nej,,3540,Nej,Nej,Nej,Før,Tillæg,"14,88",,10,"11-Beløb, ",,
1655,1655,Pensionsudbetaling,FAST,"Beløb,",,,,Nej,,3541,Ja,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,
1656,1656,Pensionsudbetaling,VARIABEL,"Beløb,",,,,Nej,,3542,Nej,Nej,Nej,Før,Tillæg,14,,10,"11-Beløb, ",,
1660,1660,Ferieberettiget tillæg A(1),FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,Ja,3543,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","11-Beløb,13-Reducer ej,",,
1661,1661,Ferieberettiget tillæg A(1),VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3544,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","11-Beløb, ",,"Ferieberettiget tillæg A(1), Provision, Tillæg"
1662,1662,Ferieberettiget tillæg B(1),FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,Ja,3545,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","11-Beløb,13-Reducer ej,",,
1663,1663,Ferieberettiget tillæg B(1),VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3550,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","11-Beløb, ",,"Ferieberettiget tillæg B(1), Bonus, On-Call Allowance"
1664,1664,Ferieberettiget tillæg C(1),FAST,"Beløb,Reducer ej,",,"1,2,3,5,6",,Ja,Ja,3551,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","11-Beløb,13-Reducer ej,",,
1665,1665,Ferieberettiget tillæg C(1),VARIABEL,"Beløb,",,"1,2,3,5,6",,Ja,,3552,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","11-Beløb, ",,"Ferieberettiget tillæg C(1), Promotional Incentive, Efterløn til efterladte"
