Lønartnr,Udskrivnings sekvens,Navn,Type,Input,Sats,Pensionsgrundlag,Frivilligt medarbejder indb.,Ferieberretiget,Fp-reduktion,Afv. Udskriftslønart,Efterregulering,E-indkomst timer,ATP-Timer,Før/efter skat,Tillæg/fradrag,E-indkomst,Indtægtstype,IL-typer,Decentral,Kommentar,Alternative_Navne
1286,1286,Genebetaling % timeløn 1286,VARIABEL,Timer,Res12860,nan,nan,Ja,nan,1287,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,"Flexvalg Coaching,  Tablets & PC"
41292,1286,Personligt timetillæg 1286,FAST,1=175/2=176/3=177,Res1286,nan,nan,Ja,nan,1288,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 332, 2020",16-Antal timer grl.nr,nan,Fritvalgstimer
1287,1287,Genebetaling % timeløn 1287,VARIABEL,Timer,Res12870,nan,nan,Ja,nan,1289,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,
41293,1287,Personligt timetillæg 1287,FAST,1=175/2=176/3=177,Res1287,nan,nan,Ja,nan,1290,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 332, 2020",16-Antal timer grl.nr,nan,
1288,1288,Genebetaling % timeløn 1288,VARIABEL,Timer,Res12880,nan,nan,Ja,nan,1291,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,
41294,1288,Personligt timetillæg 1288,FAST,1=175/2=176/3=177,Res1288,nan,nan,Ja,nan,1292,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 332, 2020",16-Antal timer grl.nr,nan,Fastholdelsesbonus
1289,1289,Genebetaling % timeløn 1289,VARIABEL,Timer,Res12890,nan,nan,Ja,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,Bonus
41295,1289,Personligt timetillæg 1289,FAST,1=175/2=176/3=177,Res1289,nan,nan,Ja,nan,1289,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 332, 2020",16-Antal timer grl.nr,nan,
1290,1290,Genebetaling % timeløn 1290,VARIABEL,Timer,Res12900,nan,nan,Ja,nan,1301,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,Bonus
41296,1290,Personligt timetillæg 1290,FAST,1=175/2=176/3=177,Res1290,nan,nan,Ja,nan,1290,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 332, 2020",16-Antal timer grl.nr,nan,Overførsel af feriefridage
1291,1291,Genebetaling % timeløn 1291,VARIABEL,Timer,Res12910,nan,nan,Ja,nan,1303,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,
41297,1291,Personligt timetillæg 1291,FAST,1=175/2=176/3=177,Res1291,nan,nan,Ja,nan,1291,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 332, 2020",16-Antal timer grl.nr,nan,Udbetaling ferietillæg
1292,1292,Genebetaling % timeløn 1292,VARIABEL,Timer,Res12920,nan,nan,Ja,nan,1305,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,
41298,1292,Personligt timetillæg 1292,FAST,1=175/2=176/3=177,Res1292,nan,nan,Ja,nan,1292,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 332, 2020",16-Antal timer grl.nr,nan,
1293,1293,Genebetaling % timeløn 1293,VARIABEL,Timer,Res12930,nan,nan,Ja,nan,1307,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,
1294,1294,Genebetaling % timeløn 1294,VARIABEL,Timer,Res12940,nan,nan,Ja,nan,1308,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,"Søndags tillæg,  Offshore FM tillæg"
1295,1295,Genebetaling % timeløn 1295,VARIABEL,Timer,Res1295,"2, 3, 6",nan,Ja,nan,1386,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,"On-call duty,  weekend,  Hjemmevagt tillæg,  weekend"
1296,1296,Genebetaling % timeløn 1296,VARIABEL,Timer,Res1296,"2, 3, 6",nan,Ja,nan,1387,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,"Frokostordning,  Kantinekøb Odense"
1297,1297,Genebetaling % timeløn 1297,VARIABEL,Timer,Res1297,"2, 3, 6",nan,Ja,nan,1320,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,
1298,1298,Genebetaling % timeløn 1298,VARIABEL,Timer,Res1298,"2, 3, 6",nan,Ja,nan,1320,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,
1299,1299,Genebetaling % timeløn 1299,VARIABEL,Timer,Res1299,"2, 3, 6",nan,Ja,nan,1320,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Timer,nan,Byttevagt solgt
1300,1300,Overarbejde almindelig timeløn,VARIABEL,Antal timer,Per9900,"2, 3, 5, 6",nan,Ja,nan,1320,Ja,Ja,Ja,Før,Tillæg,"200, 13",nan,"13, 36, 36",9-Antal timer,nan,
44550,1300,Overarbejde 1,VARIABEL,"Timer, Sats",Res 44550 (minimums sats),nan,nan,Ja,nan,1300,Nej,Nej,Nej,Før,nan,13,nan,"13, 36, 36","9-Timer, 10-Sats",nan,Overarbejde 50%
1301,1301,Overarbejde 50 %,VARIABEL,Antal timer,"Per9900 * 1, 5 (9905 + Per9906) * 0, 50","2, 3, 5, 6",nan,Ja,nan,1325,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,"Suppl. weekday 00-08,  Overtime Extra Pay (50%)"
44551,1301,Overarbejde 2,VARIABEL,"Timer, Sats",Res 44551 (minimums sats),nan,nan,Ja,nan,1301,Nej,Nej,Nej,Før,nan,13,nan,"13, 36, 36","9-Timer, 10-Sats",nan,
1302,1302,Overarbejde 100 %,VARIABEL,Antal timer,"Per9900 * 2 (Per9905 + Per9906) * 1, 00","2, 3, 5, 6",nan,Ja,nan,1327,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,"Behandlingsforsikring,  Øvrige personalegoder"
44552,1302,Overarbejde 3,VARIABEL,"Timer, Sats",Res 44552 (minimums sats),nan,nan,Ja,nan,1302,Nej,Nej,Nej,Før,nan,13,nan,"13, 36, 36","9-Timer, 10-Sats",nan,Flexvalg Massage
1303,1303,Overarbejde timer * sats,VARIABEL,"Antal timer, Sats",nan,"2, 3, 5, 6",nan,Ja,nan,1328,Nej,Ja,Nej,Før,Tillæg,"200, 13",nan,"10, 13, 36, 36, 210","9-Antal timer, 10-Sats",nan,
44553,1303,Overarbejde 4,VARIABEL,"Timer, Sats",Res 44553 (minimums sats),nan,nan,Ja,nan,1303,Nej,Nej,Nej,Før,nan,13,nan,"13, 36, 36","9-Timer, 10-Sats",nan,"Bonus,  Restferiedage udbetalt"
1304,1304,Overarbejde regulering,VARIABEL,Beløb,nan,"2, 3, 5, 6",nan,Ja,nan,1329,Nej,Nej,Nej,Før,Tillæg,13,nan,"13, 36",11-Beløb,nan,Holiday eligible salary
44554,1304,Overarbejde 5,VARIABEL,"Timer, Sats",Res 44554 (minimums sats),nan,nan,Ja,nan,1304,Nej,Nej,Nej,Før,nan,13,nan,"13, 36, 36","9-Timer, 10-Sats",nan,Flextimer afholdt
1305,1305,Overtidstillæg regulering,VARIABEL,Beløb,nan,"2, 3, 5, 6",nan,Ja,nan,1330,Nej,Nej,Nej,Før,Tillæg,13,nan,"13, 36",11-Beløb,nan,
44555,1305,Overarbejde 6,VARIABEL,"Timer, Sats",Res 44555 (minimums sats),nan,nan,Ja,nan,1305,Nej,Nej,Nej,Før,nan,13,nan,"13, 36, 36","9-Timer, 10-Sats",nan,Udbetaling af feriefritimer
1306,1306,Overarbejde 50 % Funktionær,VARIABEL,Antal timer,"Per9900 * 0, 5","2, 3, 5, 6",nan,Ja,nan,1331,Ja,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 13, 36, 36",9-Antal timer,nan,Frokost
44556,1306,Overarbejde 7,VARIABEL,"Timer, Sats",Res 44556 (minimums sats),nan,nan,Ja,nan,1306,Nej,Nej,Nej,Før,nan,13,nan,"13, 36, 36","9-Timer, 10-Sats",nan,Korr. rest ferietimer og penge
1307,1307,Overarbejde 100 % funktionær,VARIABEL,Antal timer,Per9900 * 1,"2, 3, 5, 6",nan,Ja,nan,1333,Ja,Nej,Nej,Før,Tillæg,13,nan,"10, 13, 36, 36",9-Antal timer,nan,Overtidstillæg 100%
44557,1307,Overarbejde 8,VARIABEL,"Timer, Sats",Res 44557 (minimums sats),nan,nan,Ja,nan,1307,Nej,Nej,Nej,Før,nan,13,nan,"13, 36, 36","9-Timer, 10-Sats",nan,
44558,1308,Overarbejde 9,VARIABEL,"Timer, Sats",Res 44558 (minimums sats),nan,nan,Ja,nan,1308,Nej,Ja,Ja,Før,nan,13,nan,"13, 36, 36","9-Timer, 10-Sats",nan,Overarbejdstillæg 100%
1308,1308,Overtidstillæg sats 1,VARIABEL,Antal timer,Timeløn + beløb. på Res1308,nan,nan,Ja,nan,1335,Ja,Ja,Nej,Før,tillæg,"200, 13",nan,"10, 13, 36, 36",9-Antal timer,nan,Øvrige udlæg
1309,1309,Overtidstillæg sats 2,VARIABEL,Antal timer,Timeløn + beløb. på Res1309,nan,nan,Ja,nan,1336,Ja,Ja,Nej,Før,tillæg,"200, 13",nan,"10, 13, 36, 36",9-Antal timer,nan,"Afregnet ferie,  kontant"
11386,1386,Overtidstillæg sats A,VARIABEL,Antal timer,Timeløn + beløb. på Res11386,nan,nan,Ja,nan,1386,Ja,Ja,Ja,Før,Tillæg,13,nan,"10, 13, 35, 36, 36",9-Antal timer,nan,Overtidstillæg 50%
11387,1387,Overtidstillæg sats B,VARIABEL,Antal timer,Timeløn + beløb. på Res11387,nan,nan,Ja,nan,1387,Ja,Ja,Ja,Før,Tillæg,13,nan,"10, 13, 35, 36, 36",9-Antal timer,nan,"Vagttillæg,  Vasketillæg solo"
1310,1310,Overarbejde varsling,VARIABEL,Antal timer,Res1310,"2, 3, 6",nan,Ja,nan,1339,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,Gave
1311,1311,Overtidstillæg 1. og 2. time,VARIABEL,Antal timer,Res1311,"2, 3, 6",nan,Ja,nan,1340,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,"90 % timer (Tillæg),  Udbetaling af ferie"
1312,1312,Overtidstillæg 3. og 4. time,VARIABEL,Antal timer,Res1312,"2, 3, 6",nan,Ja,nan,1341,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,"Timeløn,  60 % timer (Tillæg)"
1313,1313,Overtidstillæg 5. time,VARIABEL,Antal timer,Res1313,"2, 3, 6",nan,Ja,nan,1350,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,80%
1314,1314,Overtidstillæg kl. 06-18,VARIABEL,Antal timer,Res1314,"2, 3, 6",nan,Ja,nan,1350,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,Payment of vacation hours
1315,1315,Overtidstillæg kl. 18-06,VARIABEL,Antal timer,Res1315,"2, 3, 6",nan,Ja,nan,1352,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,
1316,1316,Overtidstillæg kl. 06-18 frid.,VARIABEL,Antal timer,Res1316,"2, 3, 6",nan,Ja,nan,1352,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,50%
1317,1317,Overtidstillæg kl. 18-06 frid.,VARIABEL,Antal timer,Res1317,"2, 3, 6",nan,Ja,nan,1354,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,"Overtime Extra Pay (150%),  Overtid 100%"
1318,1318,Overtidstillæg kl. 06-12 søn.,VARIABEL,Antal timer,Res1318,"2, 3, 6",nan,Ja,nan,1350,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,
1319,1319,Overtidstillæg kl. 12-06 søn.,VARIABEL,Antal timer,Res1319,"2, 3, 6",nan,Ja,nan,1350,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,"Overarbejde 100%,  Overarbejde 100 %"
1320,1320,Overarbejde almindelig timeløn,VARIABEL,Antal timer,Per9905+Per9906,"2, 3, 6",nan,Ja,nan,1350,Ja,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 13, 36",9-Antal timer,nan,
41320,1320,Overarbejde almindelig timeløn,VARIABEL,Antal timer,Per9905+Per9906,nan,nan,Ja,nan,1320,Ja,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 13, 36",9-Antal timer,nan,Overarbejde 100%
41321,1320,Overarbejde almindelig timeløn,VARIABEL,Antal timer,Per9905+Per9906,nan,nan,Ja,nan,1320,Ja,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 13, 36",9-Antal timer,nan,Overført saldo
41322,1320,Overarbejde almindelig timeløn,VARIABEL,Antal timer,Per9905+Per9906,nan,nan,Ja,nan,1320,Ja,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 13, 36",9-Antal timer,nan,"B-Income,  RSU"
41323,1320,Overarbejde almindelig timeløn,VARIABEL,Antal timer,Per9905+Per9906,nan,nan,Ja,nan,1320,Ja,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 13, 36",9-Antal timer,nan,
41324,1320,Overarbejde almindelig timeløn,VARIABEL,Antal timer,Per9905+Per9906,nan,nan,Ja,nan,1320,Ja,Ja,Ja,Før,Tillæg,"200, 13",nan,"10, 13, 36",9-Antal timer,nan,Feriefritimer
1321,1321,Overarbejde 150 %,VARIABEL,Antal timer,"(Per9905 + Per9906) * 1, 50","2, 3, 6",nan,Ja,nan,1351,Ja,Ja,Nej,Før,Tillæg,"200, 13",nan,"10, 13, 36, 36",9-Antal timer,nan,Forskudttidstillæg
1322,1322,Overarbejde 200 %,VARIABEL,Antal timer,"(Per9905 + Per9906) * 2, 00","2, 3, 6",nan,Ja,nan,1352,Ja,Ja,Nej,Før,Tillæg,"200, 13",nan,"10, 13, 36, 36",9-Antal timer,nan,"Internet,  Udlæg"
1324,1324,Overarbejde 150 %,VARIABEL,Antal timer,"Per9905 * 1, 50","2, 3, 6",nan,Ja,nan,1355,Ja,Ja,Nej,Før,Tillæg,"200, 13",nan,"10, 13, 36, 36",9-Antal timer,nan,
1325,1325,Overarbejde 200 %,VARIABEL,Antal timer,"Per9905 * 2, 00","2, 3, 6",nan,Ja,nan,1356,Ja,Ja,Nej,Før,Tillæg,"200, 13",nan,"10, 13, 36, 36",9-Antal timer,nan,"50% supplement,  Feriefritimer"
41325,1325,Overarbejde almindelig timeløn,VARIABEL,Antal timer,Per9905+Per9906,nan,nan,Ja,nan,1325,Ja,Nej,Nej,Før,Tillæg,13,nan,13,9-Antal timer,nan,"Tillæg,  Funktionstillæg"
1326,1326,Overarbejde min.sats,VARIABEL,Antal timer,Per9900/Res1326MI * Res1326FK (faktor),nan,nan,Ja,nan,1355,Ja,Ja,Nej,Før,Tillæg,"200, 13",nan,"10, 13, 36, 36",9-Antal timer,Min. Sats angives i res.tabel 1326MI,
41326,1326,Overarbejde almindelig timeløn,VARIABEL,Antal timer,Per9905+Per9906,nan,nan,Ja,nan,1326,Ja,Nej,Nej,Før,Tillæg,13,nan,13,9-Antal timer,nan,Indlæs Ferie dage 2021
41327,1327,Overarbejde 50 %,VARIABEL,Antal timer,"Samlet timeløn *0, 5",nan,nan,Ja,nan,1327,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,
1328,1328,Forskudt tid 50 %,VARIABEL,Antal timer,"Per9900 * 1, 5 (9905 + Per9906) * 0, 50",nan,nan,Ja,nan,1355,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal timer,nan,
41328,1328,Overarbejde 150 %,VARIABEL,Antal timer,"Samlet timeløn *1, 5",nan,nan,Ja,nan,1328,Ja,Ja,Nej,Før,Tillæg,"200, 13",nan,"10, 13, 36, 36",9-Antal timer,nan,Rejsegodtgørelse
44530,1328,Forskudt tidstillæg 1,VARIABEL,"Timer, Sats",Res 44530 (minimums sats),nan,nan,Ja,nan,1328,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,Vagttillæg
1329,1329,Forskudt tid 100 %,VARIABEL,Antal timer,"Per9900 * 2 (Per9905 + Per9906) * 1, 00",nan,nan,Ja,nan,1355,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal timer,nan,"Flexvalg parkering,  Brobizz"
41329,1329,Overarbejde 200 %,VARIABEL,Antal timer,"Samlet timeløn *2, 00",nan,nan,Ja,nan,1329,Ja,Ja,Nej,Før,Tillæg,"200, 13",nan,"10, 13, 36, 36",9-Antal timer,nan,"100% supplement,  100 % tillæg holdskifte"
44531,1329,Forskudt tidstillæg 2,VARIABEL,"Timer, Sats",Res 44531 (minimums sats),nan,nan,Ja,nan,1329,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,IT - On Call (DKK 1000)
1330,1330,Forskudt tid kl. 17-22,VARIABEL,Antal timer,Res1330,"2, 3, 6",nan,Ja,nan,1355,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal timer,nan,
41330,1330,Overarbejde almindelig timeløn,VARIABEL,Antal timer,Per9905+Per9906,nan,nan,Ja,nan,1330,Ja,Nej,Nej,Før,Tillæg,13,nan,"10, 13, 36",9-Antal timer,nan,OK timer udbetalt
44532,1330,Forskudt tidstillæg 3,VARIABEL,"Timer, Sats",Res 44532 (minimums sats),nan,nan,Ja,nan,1330,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,Bonus
1331,1331,Forskudt tid kl. 22-06,VARIABEL,Antal timer,Res1331,"2, 3, 6",nan,Ja,nan,1355,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal timer,nan,"Timeløn regulering,  Timeløn"
41331,1331,Overarbejde almindelig timeløn,VARIABEL,Antal timer,Per9905+Per9906,nan,nan,Ja,nan,1331,Ja,Nej,Nej,Før,Tillæg,13,nan,"10, 13, 36",9-Antal timer,nan,"Ferietillæg,  Udbetaling ekstra ferietillæg"
44533,1331,Forskudt tidstillæg 4,VARIABEL,"Timer, Sats",Res 44533 (minimums sats),nan,nan,Ja,nan,1331,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,Ferietillæg udbetalt
1332,1332,Forskudt tid kl. 24-,VARIABEL,Antal timer,Res1332,"2, 3, 6",nan,Ja,nan,1355,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal timer,nan,
41332,1332,Overarbejde almindelig timeløn,VARIABEL,Antal timer,Per9905+Per9906,nan,nan,Ja,nan,1332,Ja,Nej,Nej,Før,Tillæg,13,nan,"10, 13, 36",9-Antal timer,nan,
1333,1333,Forskudt tid regulering,VARIABEL,Beløb,nan,"2, 3, 6",nan,Ja,nan,1361,Nej,Nej,Nej,Før,Tillæg,13,nan,"13, 35",11-Beløb,nan,"Bonus 2023,  Bonus"
44535,1333,Forskudt tidstillæg 6,VARIABEL,"Timer, Sats",Res 44535 (minimums sats),nan,nan,Ja,nan,1333,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,Public Holiday Supervisor (100
1334,1334,Skiftehold kl. 17-22,VARIABEL,Antal timer,Res1334,"2, 3, 6",nan,Ja,nan,1363,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal timer,nan,Feriefritimer
44534,1334,Forskudt tidstillæg 5,VARIABEL,"Timer, Sats",Res 44534 (minimums sats),nan,nan,Ja,nan,1334,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,"90 % timer (Tillæg),  Teamshift changed duty - 90%"
44536,1334,Forskudt tidstillæg 7,VARIABEL,"Timer, Sats",Res 44536 (minimums sats),nan,nan,Ja,nan,1334,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,G-days
1335,1335,Skiftehold kl. 22-06,VARIABEL,Antal timer,Res1335,"2, 3, 6",nan,Ja,nan,1366,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal timer,nan,Ferietillæg ekstra
44540,1335,Skifteholdstillæg 1,VARIABEL,"Timer, Sats",Res 44540 (minimums sats),nan,nan,Ja,nan,1335,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,"A-tax,  adjustment"
1336,1336,Skiftehold lørdag/søndag,VARIABEL,Antal timer,Res1336,"2, 3, 6",nan,Ja,nan,1368,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal timer,nan,Sports Contribution
44541,1336,Skifteholdstillæg 2,VARIABEL,"Timer, Sats",Res 44541 (minimums sats),nan,nan,Ja,nan,1336,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,
1337,1337,Skiftehold regulering,VARIABEL,Beløb,nan,"2, 3, 6",nan,Ja,nan,1376,Nej,Nej,Nej,Før,Tillæg,13,nan,"13, 35",11-Beløb,nan,Lock brackets - antal
44542,1337,Skifteholdstillæg 3,VARIABEL,"Timer, Sats",Res 44542 (minimums sats),nan,nan,Ja,nan,1337,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,Accord time besparelse
1338,1338,Overarbejde varsling,VARIABEL,Antal timer,Res1338,nan,nan,Ja,nan,1404,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,Timeløn
44543,1338,Skifteholdstillæg 4,VARIABEL,"Timer, Sats",Res 44543 (minimums sats),nan,nan,Ja,nan,1338,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,
1339,1339,Overtidstillæg,VARIABEL,Antal timer,Res1339,nan,nan,Ja,nan,1404,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 36, 36",9-Antal timer,nan,
44544,1339,Skifteholdstillæg 5,VARIABEL,"Timer, Sats",Res 44544 (minimums sats),nan,nan,Ja,nan,1339,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,
1340,1340,Tillæg 1 beløb,FAST,"Beløb, Reducer ej",nan,"2, 3, 6",nan,Ja,Ja,1428,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35, 2020","11-Beløb, 13-Reducer ej",nan,
44545,1340,Skifteholdstillæg 6,VARIABEL,"Timer, Sats",Res 44545 (minimums sats),nan,nan,Ja,nan,1340,Nej,Nej,Nej,Før,nan,13,nan,"13, 35","9-Timer, 10-Sats",nan,
1341,1341,Tillæg 1 beløb,VARIABEL,Beløb,nan,"2, 3, 6",nan,Ja,nan,1503,Nej,Nej,Nej,Før,Tillæg,13,nan,"13, 35, 2020",11-Beløb,nan,
12341,1341,Korrektion genebetaling,VARIABELEFTREG,Beløb,nan,nan,nan,Ja,nan,1341,Ja,Nej,Nej,Før,nan,13,nan,"13, 35, 2020",11-Beløb,nan,
1342,1342,Tillæg 2 beløb,FAST,"Beløb, Reducer ej",nan,"2, 3, 6",nan,Ja,Ja,1510,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35, 2020","11-Beløb, 13-Reducer ej",nan,
1343,1343,Tillæg 2 beløb,VARIABEL,Beløb,nan,"2, 3, 6",nan,Ja,nan,1511,Nej,Nej,Nej,Før,Tillæg,13,nan,"13, 35, 2020",11-Beløb,nan,Honorar
1344,1344,Tillæg 3 beløb,FAST,"Beløb, Reducer ej",nan,"2, 3, 6",nan,Ja,Ja,1520,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35, 2020","11-Beløb, 13-Reducer ej",nan,
1345,1345,Tillæg 3 beløb,VARIABEL,Beløb,nan,"2, 3, 6",nan,Ja,nan,1520,Nej,Nej,Nej,Før,Tillæg,13,nan,"13, 35, 2020",11-Beløb,nan,Feriefritimer udbetaling
1346,1346,Tillæg 4 beløb,FAST,"Beløb, Reducer ej",nan,"2, 3, 6",nan,Ja,Ja,1521,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35, 2020","11-Beløb, 13-Reducer ej",nan,Korr ferietimer+penge TIDL år
1347,1347,Tillæg 4 beløb,VARIABEL,Beløb,nan,"2, 3, 6",nan,Ja,nan,1522,Nej,Nej,Nej,Før,Tillæg,13,nan,"13, 35, 2020",11-Beløb,nan,
1348,1348,Tillæg 5 beløb,FAST,"Beløb, Reducer ej",nan,"2, 3, 6",nan,Ja,Ja,1522,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35, 2020","11-Beløb, 13-Reducer ej",nan,"Provision,  Diverse"
1349,1349,Tillæg 5 beløb,VARIABEL,Beløb,nan,"2, 3, 6",nan,Ja,nan,1523,Nej,Nej,Nej,Før,Tillæg,13,nan,"13, 35, 2020",11-Beløb,nan,
1350,1350,Genebetaling % MD,VARIABEL,Antal,Per9900  * Pct. på Res1350,nan,nan,Ja,nan,1524,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal,nan,"Transport,  ESPP Program-nulstilling saldo"
21360,1350,Genebetaling % MD,VARIABEL,Antal,Per9900  * Pct. på Res21360,nan,nan,Ja,nan,1350,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal,nan,"60 % timer (Tillæg),  Teamshift changed duty - 60%"
21361,1350,Genebetaling % MD,VARIABEL,Antal,Per9900  * Pct. på Res21361,nan,nan,Ja,nan,1350,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal,nan,
21362,1352,Genebetaling % MD,VARIABEL,Antal,Per9900  * Pct. på Res21362,nan,nan,Ja,nan,1352,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal,nan,
21363,1352,Genebetaling % MD,VARIABEL,Antal,Per9900  * Pct. på Res21363,nan,nan,Ja,nan,1352,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal,nan,ATP
21364,1354,Genebetaling % MD,VARIABEL,Antal,Per9900  * Pct. på Res21364,nan,nan,Ja,nan,1354,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal,nan,"Beredskabsudk. pr time SH,  Asbesttilæg"
51350,1350,Genebetaling % MD,FAST,Antal,Per9900  * Pct. på Res1350,nan,nan,Ja,nan,1350,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal,nan,SH timer
1351,1351,Genebetaling % MD,VARIABEL,Antal,Per9900  * Pct. på Res1351,nan,nan,Ja,nan,1550,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal,nan,
21365,1350,Genebetaling % MD,VARIABEL,Antal,Per9900  * Pct. på Res21365,nan,nan,Ja,nan,1350,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal,nan,
21366,1350,Genebetaling % MD,VARIABEL,Antal,Per9900  * Pct. på Res21366,nan,nan,Ja,nan,1350,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal,nan,Afspadsering afholdt kr./timer
21367,1350,Genebetaling % MD,VARIABEL,Antal,Per9900  * Pct. på Res21367,nan,nan,Ja,nan,1350,Ja,Nej,Nej,Før,Tillæg,13,nan,"13, 35",9-Antal,nan,Mobiltelefoner
